Make,Model,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,class,prestige
Volkswagen,Transporter,Minivan,475000.0,2500.0,Diesel,Manual,4900.0,25,19000.0,3,3
Volkswagen,Golf,Cabriolet,70000.0,1400.0,Petrol,Manual,8900.0,10,7000.0,4,2
Renault,Laguna,Hatchback,228100.0,1800.0,Petrol,Manual,3250.0,18,12672.222222222224,3,4
Toyota,Auris,Hatchback,300000.0,1394.0,Diesel,Manual,5200.0,14,21428.571428571428,3,3
Mazda,Rare,Hatchback,180000.0,1400.0,Petrol,Manual,3400.0,17,10588.235294117649,3,4
Toyota,Auris,Universal,133000.0,1400.0,Diesel,Manual,11000.0,5,26600.0,4,2
KIA,Sportage,SUV,27000.0,1598.0,Petrol,Automatic,15500.0,3,9000.0,5,1
Volkswagen,Golf,Universal,104000.0,1968.0,Diesel,Automatic,17500.0,7,14857.142857142857,5,1
BMW,X3,Crossover,90000.0,1995.0,Diesel,Automatic,27900.0,8,11250.0,5,1
Audi,Rare,Sedan,371206.0,2598.0,Metan/Propan,Manual,1400.0,31,11974.387096774191,2,4
Mazda,Rare,Crossover,181222.0,2200.0,Diesel,Automatic,13700.0,9,20135.777777777777,5,1
Mazda,Rare,Sedan,216000.0,1998.0,Petrol,Automatic,7999.0,14,15428.57142857143,4,2
Volkswagen,Caddy,Universal,135000.0,2000.0,Metan/Propan,Manual,3300.0,14,9642.857142857143,3,4
Mercedes,M Class,SUV,196000.0,3200.0,Diesel,Automatic,9900.0,14,14000.0,4,2
Toyota,Prius,Sedan,123000.0,1800.0,Petrol,Manual,4550.0,8,15375.0,3,3
Audi,A6,Sedan,156000.0,2000.0,Petrol,Automatic,10200.0,11,14181.818181818182,4,2
Mitsubishi,Rare,Hatchback,89000.0,1300.0,Petrol,Manual,1400.0,18,4944.444444444444,2,4
Citroen,Rare,Minivan,196000.0,2000.0,Petrol,Manual,2500.0,18,10888.888888888889,2,4
Ford,Mondeo,Sedan,102300.0,2300.0,Petrol,Automatic,4900.0,14,7307.142857142857,3,3
KIA,Sportage,Crossover,113600.0,2000.0,Petrol,Automatic,7500.0,5,22720.0,4,2
Opel,Corsa,Hatchback,187000.0,1200.0,Petrol,Automatic,3700.0,16,11687.5,3,3
Mercedes,E Class,Sedan,300000.0,2200.0,Diesel,Automatic,13999.0,11,27272.727272727272,5,1
Volkswagen,Touareg,Universal,2320.0,3000.0,Diesel,Automatic,11999.0,15,154.66666666666666,4,2
Mercedes,Rare,Combi,237000.0,2300.0,Petrol,Manual,1700.0,37,6405.405405405405,2,4
Mercedes,Vito,Minivan,423800.0,2148.0,Diesel,Manual,6900.0,14,30271.42857142857,3,2
Ssangyong,Rare,SUV,255000.0,2000.0,Diesel,Automatic,4999.0,17,15000.0,3,3
Honda,Accord,Sedan,165000.0,2200.0,Diesel,Manual,6600.0,17,9705.882352941177,3,3
Toyota,Avensis,Sedan,153000.0,1600.0,Diesel,Manual,12600.0,7,21857.14285714286,5,1
KIA,Sorento,SUV,250000.0,2500.0,Diesel,Automatic,6800.0,17,14705.882352941177,3,2
Mazda,Rare,SUV,90000.0,2200.0,Diesel,Automatic,24000.0,4,22500.0,5,1
Renault,Kadjar,Crossover,11111.0,1500.0,Diesel,Manual,12350.0,6,1851.8333333333333,5,1
Nissan,Qashqai,Crossover,143000.0,1600.0,Diesel,Automatic,13900.0,8,17875.0,5,1
Suzuki,Rare,SUV,80000.0,1600.0,Petrol,Manual,12350.0,6,13333.333333333334,5,1
BMW,5 Series,Sedan,280000.0,2500.0,Diesel,Automatic,4100.0,23,12173.91304347826,3,3
Renault,Megane,Hatchback,220000.0,1500.0,Petrol,Manual,4090.0,12,18333.33333333333,3,3
Mercedes,B Class,Hatchback,241000.0,2000.0,Metan/Propan,Automatic,4900.0,17,14176.470588235294,3,3
Renault,Talisman,Sedan,190000.0,1460.0,Diesel,Automatic,13499.0,6,31666.666666666668,5,1
Hyundai,Rare,Combi,116000.0,1400.0,Diesel,Manual,8500.0,8,14500.0,4,2
Mazda,Rare,Sedan,229500.0,2000.0,Petrol,Manual,3300.0,18,12750.0,3,4
Opel,Zafira,Universal,300000.0,200.0,Diesel,Manual,1400.0,21,14285.714285714286,2,4
Nissan,Qashqai,SUV,55000.0,2000.0,Diesel,Manual,12000.0,12,4583.333333333333,4,2
Opel,Meriva,Microvan,270000.0,1300.0,Diesel,Manual,3000.0,17,15882.35294117647,2,4
Mercedes,M Class,SUV,139000.0,2500.0,Diesel,Automatic,27400.0,7,19857.14285714286,5,1
Toyota,Rare,Minivan,196000.0,1800.0,Hybrid,Automatic,11990.0,7,28000.0,4,2
Opel,Zafira,Universal,74000.0,1600.0,Diesel,Manual,14000.0,4,18500.0,5,1
Hyundai,Santa FE,SUV,80000.0,2200.0,Diesel,Automatic,19999.0,5,16000.0,5,1
GAZ,Rare,Sedan,5578.0,2445.0,Metan/Propan,Manual,700.0,25,223.12,1,4
Mercedes,A Class,Universal,200000.0,1700.0,Diesel,Manual,3300.0,19,10526.315789473683,3,4
Volkswagen,Rare,Microvan,250000.0,2400.0,Diesel,Manual,1200.0,29,8620.689655172413,2,4
Toyota,Avensis Verso,Minivan,280000.0,1998.0,Metan/Propan,Automatic,4600.0,21,13333.333333333334,3,3
Volkswagen,Passat,Universal,300000.0,1900.0,Diesel,Manual,1450.0,18,16666.666666666668,2,4
Volkswagen,Passat,Universal,19300.0,1400.0,Metan/Propan,Manual,5750.0,13,1484.6153846153843,3,3
KIA,Sportage,SUV,48000.0,2349.0,Petrol,Automatic,15990.0,7,6857.142857142857,5,1
BMW,X3,Crossover,260000.0,2000.0,Diesel,Automatic,9099.0,14,18571.42857142857,4,2
Honda,CR-V,SUV,209000.0,2000.0,Metan/Propan,Manual,11000.0,15,13933.333333333334,4,2
Mazda,Rare,Hatchback,217000.0,2000.0,Diesel,Manual,4600.0,16,13562.5,3,3
Mercedes,E Class,Sedan,321000.0,2700.0,Diesel,Automatic,4100.0,19,16894.736842105263,3,3
Ford,Fiesta,Hatchback,113300.0,1500.0,Diesel,Manual,7800.0,7,16185.714285714286,4,2
BMW,5 Series,Combi,310500.0,2499.0,Diesel,Automatic,3200.0,19,16342.105263157897,3,4
Mercedes,Rare,Cabriolet,119000.0,2000.0,Petrol,Automatic,12700.0,11,10818.181818181818,5,1
Ford,Fiesta,Hatchback,201000.0,1300.0,Petrol,Manual,3250.0,15,13400.0,3,4
BMW,5 Series,Sedan,193160.0,2500.0,Diesel,Automatic,8750.0,18,10731.111111111111,4,2
Volkswagen,Golf,Hatchback,59000.0,1600.0,Petrol,Manual,6000.0,16,3687.5,3,3
Toyota,Rare,SUV,23376.0,2500.0,Hybrid,Automatic,33190.0,2,11688.0,5,1
Toyota,Camry,Sedan,1196.0,2500.0,Hybrid,Automatic,21290.0,1,1196.0,5,1
Volkswagen,Rare,Sedan,192000.0,1599.0,Metan/Propan,Manual,5200.0,15,12800.0,3,3
Infiniti,Rare,SUV,220000.0,3500.0,Metan/Propan,Automatic,8078.0,15,14666.666666666666,4,2
Opel,Astra,Universal,119119.0,1900.0,Diesel,Manual,2900.0,15,7941.266666666666,2,4
Toyota,Corolla Verso,Universal,214567.0,2200.0,Diesel,Manual,4200.0,16,13410.4375,3,3
Mazda,Rare,Minivan,185000.0,1800.0,Metan/Propan,Manual,3450.0,16,11562.5,3,4
Opel,Zafira,Minivan,185546.0,1800.0,Metan/Propan,Manual,2650.0,17,10914.470588235294,2,4
Mitsubishi,Rare,Hatchback,158888.0,1400.0,Metan/Propan,Manual,2700.0,16,9930.5,2,4
Renault,Grand Scenic,Universal,241000.0,2000.0,Metan/Propan,Manual,3499.0,17,14176.470588235294,3,4
Renault,Scenic,Minivan,1111.0,1500.0,Diesel,Manual,3500.0,11,101.0,3,4
Chevrolet,Aveo,Sedan,11111.0,1111.0,Metan/Propan,Manual,2300.0,14,793.6428571428571,2,4
Rover,Rare,Coupe,458558.0,1400.0,Petrol,Manual,700.0,19,24134.63157894737,1,4
Suzuki,Rare,Hatchback,203000.0,1400.0,Metan/Propan,Manual,3300.0,17,11941.176470588236,3,4
Moskvich / Izh,Altele,Sedan,363636.0,1600.0,Petrol,Manual,1500.0,46,7905.130434782609,2,4
Renault,Grand Scenic,Universal,74000.0,1500.0,Diesel,Automatic,14999.0,5,14800.0,5,1
Opel,Corsa,Minivan,170000.0,1300.0,Diesel,Automatic,4250.0,11,15454.545454545454,3,3
Audi,Rare,SUV,87000.0,3956.0,Diesel,Automatic,89000.0,4,21750.0,5,1
Skoda,Rapid,Hatchback,175000.0,1422.0,Diesel,Manual,7450.0,7,25000.0,4,2
Mercedes,E Class,Sedan,290000.0,2200.0,Diesel,Automatic,9700.0,13,22307.69230769231,4,2
Skoda,Fabia,Universal,169000.0,1200.0,Petrol,Automatic,6100.0,12,14083.333333333334,3,3
Peugeot,Rare,Minivan,170000.0,1600.0,Diesel,Automatic,5800.0,6,28333.33333333333,3,3
Renault,Megane,Universal,242000.0,1500.0,Diesel,Manual,3200.0,18,13444.444444444443,3,4
Mercedes,M Class,SUV,252000.0,320.0,Diesel,Automatic,6000.0,16,15750.0,3,3
Audi,A6,Sedan,350000.0,2599.0,Diesel,Manual,4500.0,20,17500.0,3,3
Renault,Grand Scenic,Minivan,160000.0,1489.0,Diesel,Automatic,8999.0,6,26666.666666666668,4,2
Volkswagen,Jetta,Sedan,115500.0,1400.0,Hybrid,Automatic,9399.0,9,12833.333333333334,4,2
Ford,Rare,Minivan,268965.0,1900.0,Diesel,Manual,3750.0,21,12807.857142857143,3,3
Peugeot,Rare,Coupe,258000.0,2000.0,Metan/Propan,Manual,2850.0,20,12900.0,2,4
Nissan,Qashqai+2,Crossover,215000.0,1500.0,Diesel,Manual,8060.0,11,19545.454545454544,4,2
Daihatsu,Rare,Hatchback,224736.0,1300.0,Petrol,Manual,1800.0,19,11828.21052631579,2,4
Mazda,Rare,Crossover,170000.0,2200.0,Diesel,Automatic,16000.0,7,24285.714285714286,5,1
Land Rover,Rare,SUV,273531.0,2993.0,Diesel,Automatic,15000.0,10,27353.1,5,1
Opel,Astra,Universal,186321.0,1300.0,Diesel,Manual,5250.0,13,14332.384615384615,3,3
Mercedes,S Class,Sedan,250000.0,5000.0,Metan/Propan,Automatic,3500.0,34,7352.941176470588,3,4
Opel,Combo,Combi,230000.0,1294.0,Diesel,Automatic,3500.0,14,16428.571428571428,3,4
Jaguar,Rare,Sedan,198000.0,2499.0,Petrol,Automatic,4200.0,20,9900.0,3,3
Renault,Kangoo,Minivan,306000.0,1461.0,Diesel,Manual,2000.0,16,19125.0,2,4
Toyota,Camry,Sedan,106000.0,2494.0,Hybrid,Automatic,14700.0,7,15142.857142857143,5,1
Toyota,Prius,Hatchback,251000.0,1497.0,Hybrid,Automatic,6700.0,13,19307.69230769231,3,3
Subaru,Rare,Universal,173000.0,1994.0,Petrol,Manual,3500.0,29,5965.517241379311,3,4
BMW,5 Series,Universal,400000.0,2497.0,Diesel,Manual,2450.0,27,14814.814814814816,2,4
Audi,A4,Universal,152000.0,1998.0,Diesel,Automatic,24900.0,6,25333.33333333333,5,1
Dacia,Duster,Crossover,69000.0,1500.0,Diesel,Manual,13300.0,4,17250.0,5,1
Vaz,Rare,Sedan,86253.0,1450.0,Petrol,Manual,1200.0,38,2269.815789473684,2,4
Toyota,C-HR,Crossover,80000.0,1800.0,Hybrid,Automatic,20000.0,5,16000.0,5,1
Ford,Rare,Pickup,290000.0,600.0,Diesel,Automatic,14000.0,17,17058.823529411766,5,1
Lexus,NX Series,Crossover,38000.0,2000.0,Petrol,Automatic,22800.0,6,6333.333333333333,5,1
Mercedes,S Class,Sedan,105000.0,2999.0,Diesel,Automatic,39700.0,8,13125.0,5,1
Toyota,Camry,Sedan,45000.0,2499.0,Hybrid,Automatic,23900.0,5,9000.0,5,1
Audi,A4,Universal,240000.0,2999.0,Diesel,Manual,5700.0,17,14117.64705882353,3,3
Lexus,Es Series,Sedan,120000.0,2499.0,Hybrid,Automatic,14000.0,9,13333.333333333334,5,1
Chevrolet,Rare,Minivan,28900.0,1500.0,Petrol,Automatic,13900.0,4,7225.0,5,1
Opel,Astra,Coupe,130000.0,1300.0,Petrol,Manual,1500.0,30,4333.333333333333,2,4
Volkswagen,Golf,Crossover,65000.0,1300.0,Petrol,Manual,1250.0,32,2031.25,2,4
Volkswagen,Touran,Minivan,230000.0,2000.0,Metan/Propan,Manual,6599.0,15,15333.333333333334,3,3
Renault,Grand Scenic,Minivan,196200.0,1500.0,Diesel,Manual,6900.0,9,21800.0,3,2
Volkswagen,Golf,Universal,80000.0,1400.0,Petrol,Automatic,9000.0,8,10000.0,4,2
Skoda,Fabia,Hatchback,170200.0,1200.0,Petrol,Manual,4999.0,11,15472.727272727272,3,3
Volkswagen,Golf,Hatchback,127000.0,1984.0,Petrol,Automatic,14200.0,7,18142.85714285714,5,1
Vaz,Rare,Sedan,40997.0,1500.0,Petrol,Manual,500.0,26,1576.8076923076924,1,4
BMW,5 Series,Sedan,222000.0,2200.0,Petrol,Manual,3699.0,21,10571.42857142857,3,3
Opel,Astra,Hatchback,200000.0,1300.0,Diesel,Manual,4800.0,14,14285.714285714286,3,3
Mercedes,C Class,Sedan,400000.0,1799.0,Petrol,Manual,2500.0,27,14814.814814814816,2,4
Hyundai,Rare,Universal,222222.0,2000.0,Diesel,Manual,3500.0,17,13071.882352941177,3,4
Daewoo,Rare,Sedan,111111.0,1500.0,Petrol,Manual,1200.0,15,7407.4,2,4
BMW,5 Series,Sedan,290000.0,2000.0,Petrol,Manual,2200.0,27,10740.74074074074,2,4
Volkswagen,Sharan,Minivan,120000.0,200.0,Diesel,Automatic,26500.0,5,24000.0,5,1
Mercedes,Series (W124),Sedan,270000.0,2000.0,Diesel,Automatic,2500.0,28,9642.857142857143,2,4
Seat,Rare,Crossover,140000.0,2000.0,Diesel,Manual,2000.0,13,10769.23076923077,2,4
Vaz,Rare,Sedan,31000.0,1500.0,Petrol,Manual,3500.0,49,632.6530612244898,3,4
Toyota,Land Cruiser Prado,SUV,205000.0,2987.0,Diesel,Automatic,9500.0,17,12058.823529411764,4,2
Hyundai,Rare,Hatchback,178700.0,1398.0,Diesel,Manual,5195.0,10,17870.0,3,3
Toyota,Avensis,Sedan,194000.0,1800.0,Petrol,Manual,4200.0,21,9238.09523809524,3,3
KIA,Rare,Combi,210000.0,1400.0,Diesel,Manual,5200.0,9,23333.33333333333,3,3
Seat,Rare,Minivan,12500.0,1968.0,Diesel,Automatic,24000.0,3,4166.666666666667,5,1
Subaru,Rare,Crossover,230000.0,1994.0,Petrol,Automatic,1990.0,18,12777.777777777776,2,4
Volkswagen,Vento,Sedan,111111.0,1800.0,Petrol,Manual,1700.0,29,3831.413793103448,2,4
Ford,Fusion,Sedan,200000.0,2000.0,Plug-in Hybrid,Automatic,10560.0,9,22222.222222222223,4,2
Mazda,Rare,Sedan,29000.0,2000.0,Hybrid,Automatic,24000.0,2,14500.0,5,1
Volkswagen,Rare,Cabriolet,229000.0,1986.0,Diesel,Manual,4500.0,14,16357.142857142857,3,3
Audi,Rare,Hatchback,230000.0,2000.0,Diesel,Automatic,5900.0,15,15333.333333333334,3,3
Citroen,Rare,Minivan,164000.0,1600.0,Diesel,Manual,11999.0,5,32800.0,4,2
BMW,5 Series,Sedan,315000.0,2495.0,Petrol,Manual,3900.0,23,13695.652173913044,3,3
Lincoln,Rare,Sedan,150000.0,4600.0,Petrol,Automatic,2500.0,23,6521.739130434783,2,4
Volkswagen,Rare,Cabriolet,230000.0,1986.0,Diesel,Manual,4150.0,15,15333.333333333334,3,3
Renault,Clio,Hatchback,140000.0,1500.0,Diesel,Manual,5200.0,8,17500.0,3,3
Ford,Fiesta,Hatchback,153000.0,1500.0,Diesel,Manual,6500.0,6,25500.0,3,3
Mercedes,A Class,Hatchback,204000.0,1689.0,Diesel,Manual,2499.0,23,8869.565217391304,2,4
Volkswagen,Polo,Hatchback,200000.0,1422.0,Diesel,Manual,5200.0,15,13333.333333333334,3,3
BMW,X5,SUV,260000.0,3000.0,Metan/Propan,Automatic,8500.0,21,12380.952380952382,4,2
Audi,Rare,Universal,200000.0,2500.0,Diesel,Manual,6200.0,20,10000.0,3,3
Opel,Zafira,Minivan,280000.0,1800.0,Metan/Propan,Manual,2500.0,22,12727.272727272728,2,4
Renault,Grand Scenic,Minivan,164000.0,1500.0,Diesel,Automatic,8600.0,10,16400.0,4,2
Porsche,Cayenne,SUV,90000.0,4134.0,Diesel,Automatic,64999.0,6,15000.0,5,1
Nissan,Rare,Sedan,206500.0,2000.0,Petrol,Manual,3000.0,21,9833.333333333334,2,4
Renault,Grand Scenic,Minivan,207000.0,1500.0,Diesel,Manual,7900.0,9,23000.0,4,2
Volkswagen,Passat,Universal,167000.0,1400.0,Metan/Propan,Manual,8100.0,10,16700.0,4,2
Volvo,Rare,Universal,258000.0,2400.0,Diesel,Automatic,10000.0,14,18428.571428571428,4,2
Mercedes,E Class,Sedan,323000.0,2200.0,Diesel,Automatic,9950.0,15,21533.33333333333,4,2
Lexus,GS Series,Sedan,240000.0,3000.0,Petrol,Automatic,8800.0,15,16000.0,4,2
Dacia,Lodgy,Minivan,79300.0,1200.0,Petrol,Manual,6790.0,5,15860.0,3,3
Mitsubishi,Rare,Crossover,70000.0,1798.0,Petrol,Automatic,11200.0,9,7777.777777777777,4,2
Peugeot,Rare,Hatchback,300000.0,1400.0,Petrol,Manual,2600.0,12,25000.0,2,4
Toyota,Auris,Universal,117500.0,1600.0,Diesel,Manual,10999.0,6,19583.33333333333,4,2
Ford,Focus,Cabriolet,253000.0,1986.0,Diesel,Manual,3999.0,15,16866.666666666668,3,3
Hyundai,Tucson,Crossover,98000.0,1600.0,Petrol,Automatic,18700.0,5,19600.0,5,1
Volkswagen,Passat,Universal,210000.0,2000.0,Petrol,Manual,1850.0,30,7000.0,2,4
Volkswagen,Sharan,Universal,45000.0,2000.0,Metan/Propan,Manual,1300.0,23,1956.5217391304348,2,4
Renault,Scenic,Minivan,200000.0,1500.0,Diesel,Manual,5500.0,11,18181.81818181818,3,3
Opel,Corsa,Hatchback,183000.0,1300.0,Diesel,Manual,4800.0,10,18300.0,3,3
BMW,5 Series,Sedan,165000.0,2000.0,Petrol,Automatic,17500.0,7,23571.42857142857,5,1
Audi,A6,Sedan,75000.0,2000.0,Petrol,Automatic,15990.0,9,8333.333333333334,5,1
Seat,Rare,Sedan,186000.0,1600.0,Petrol,Manual,1700.0,28,6642.857142857143,2,4
Toyota,Prius,Sedan,230000.0,1800.0,Hybrid,Automatic,8800.0,10,23000.0,4,2
Ford,Focus,Cabriolet,185000.0,1986.0,Diesel,Manual,4250.0,14,13214.285714285714,3,3
Volkswagen,Touareg,SUV,245671.0,2500.0,Diesel,Manual,8000.0,18,13648.388888888889,4,2
Opel,Astra,Universal,195000.0,1300.0,Diesel,Manual,5850.0,11,17727.272727272728,3,3
BMW,X5,SUV,200000.0,3000.0,Diesel,Automatic,6999.0,16,12500.0,3,2
Mercedes,E Class,Sedan,300000.0,2200.0,Diesel,Automatic,12500.0,13,23076.92307692308,5,1
Mercedes,E Class,Sedan,2400.0,1998.0,Diesel,Automatic,57000.0,2,1200.0,5,1
Ford,Focus,Cabriolet,220000.0,1986.0,Diesel,Manual,3999.0,15,14666.666666666666,3,3
Lexus,RX Series,SUV,165000.0,3000.0,Petrol,Automatic,6000.0,20,8250.0,3,3
Opel,Vectra,Sedan,257236.0,2000.0,Petrol,Manual,1650.0,30,8574.533333333333,2,4
Toyota,Rav 4,Universal,140000.0,1998.0,Metan/Propan,Automatic,6800.0,17,8235.29411764706,3,2
Ford,Focus,Cabriolet,240000.0,1986.0,Diesel,Manual,3999.0,15,16000.0,3,3
KIA,Ceed,Hatchback,285000.0,1395.0,Metan/Propan,Manual,4900.0,15,19000.0,3,3
Renault,Megane,Universal,111111.0,1500.0,Diesel,Manual,1750.0,16,6944.4375,2,4
Volkswagen,Golf,Hatchback,238000.0,1595.0,Metan/Propan,Manual,2600.0,23,10347.826086956522,2,4
Seat,Rare,Sedan,78863.0,1900.0,Diesel,Manual,2150.0,20,3943.15,2,4
Ford,Rare,Sedan,175000.0,1600.0,Petrol,Manual,950.0,32,5468.75,1,4
Audi,Rare,Sedan,384000.0,2000.0,Petrol,Manual,1800.0,30,12800.0,2,4
Dacia,Duster,SUV,107000.0,1500.0,Diesel,Manual,7300.0,11,9727.272727272728,4,2
Skoda,Octavia,Sedan,175000.0,1200.0,Petrol,Manual,8000.0,7,25000.0,4,2
Renault,Megane,Universal,89000.0,1500.0,Diesel,Manual,9850.0,6,14833.333333333334,4,2
Ford,Focus,Universal,204000.0,1500.0,Diesel,Manual,8800.0,6,34000.0,4,2
Renault,Megane,Hatchback,152000.0,1500.0,Diesel,Manual,9350.0,6,25333.33333333333,4,2
Nissan,Qashqai,Crossover,132000.0,1200.0,Petrol,Automatic,12999.0,6,22000.0,5,1
Audi,A4,Sedan,188000.0,2000.0,Diesel,Automatic,16900.0,7,26857.14285714286,5,1
Opel,Corsa,Hatchback,128000.0,1300.0,Diesel,Manual,5500.0,10,12800.0,3,3
Volkswagen,Transporter,Minivan,400000.0,1898.0,Diesel,Manual,3000.0,26,15384.615384615385,2,4
Opel,Zafira,Minivan,400000.0,2200.0,Diesel,Manual,1500.0,18,22222.222222222223,2,4
Ford,Fiesta,Hatchback,130000.0,1300.0,Petrol,Manual,333.0,22,5909.090909090909,1,4
Citroen,Berlingo,Universal,76778.0,1400.0,Petrol,Manual,3500.0,13,5906.0,3,4
Toyota,Avensis,Universal,240000.0,1800.0,Petrol,Automatic,5200.0,17,14117.64705882353,3,3
Volkswagen,Touran,Microvan,250000.0,1896.0,Diesel,Automatic,7300.0,14,17857.14285714286,4,2
Renault,Laguna,Universal,170000.0,1500.0,Diesel,Manual,6490.0,10,17000.0,3,3
Dacia,Duster,Crossover,202000.0,1500.0,Diesel,Manual,7100.0,11,18363.636363636364,4,2
Dacia,Logan Mcv,Universal,138000.0,1500.0,Diesel,Manual,5700.0,11,12545.454545454546,3,3
Mercedes,E Class,Sedan,200000.0,2500.0,Diesel,Manual,2999.0,29,6896.551724137931,2,4
Dacia,Logan Mcv,Universal,114000.0,1500.0,Diesel,Manual,7300.0,7,16285.714285714286,4,2
Renault,Grand Scenic,Universal,211000.0,1500.0,Diesel,Manual,4800.0,13,16230.76923076923,3,3
Skoda,Superb,Sedan,123000.0,2000.0,Petrol,Automatic,23499.0,5,24600.0,5,1
Volkswagen,Caddy,Minivan,300000.0,1900.0,Diesel,Manual,5299.0,14,21428.571428571428,3,3
Toyota,Auris,Sedan,185000.0,1400.0,Petrol,Manual,4950.0,13,14230.76923076923,3,3
Audi,A6,Sedan,295000.0,3000.0,Diesel,Automatic,9300.0,17,17352.941176470587,4,2
Mini,Rare,Hatchback,217000.0,1400.0,Diesel,Manual,4900.0,17,12764.70588235294,3,3
Toyota,Rav 4,SUV,20000.0,2000.0,Petrol,Manual,5500.0,24,833.3333333333334,3,3
Mercedes,Vito,Minivan,3000.0,2300.0,Diesel,Manual,2100.0,23,130.43478260869566,2,4
Dacia,Logan,Universal,200160.0,1400.0,Metan/Propan,Manual,3600.0,13,15396.923076923076,3,4
Volkswagen,Vento,Sedan,140000.0,1800.0,Petrol,Manual,1300.0,29,4827.586206896552,2,4
BMW,Rare,Hatchback,205000.0,1499.0,Diesel,Manual,9050.0,7,29285.714285714286,4,2
Mercedes,E Class,Sedan,234100.0,2148.0,Diesel,Automatic,7750.0,17,13770.588235294115,4,2
Volkswagen,Passat,Universal,177400.0,1400.0,Metan/Propan,Manual,8500.0,11,16127.272727272728,4,2
Opel,Zafira,Minivan,340000.0,1595.0,Metan/Propan,Manual,3300.0,17,20000.0,3,4
Mazda,Rare,Sedan,300000.0,1500.0,Petrol,Manual,2200.0,28,10714.285714285714,2,4
Renault,Laguna,Sedan,11111.0,1800.0,Petrol,Manual,1600.0,28,396.82142857142856,2,4
Renault,Kadjar,SUV,138700.0,1500.0,Diesel,Automatic,13850.0,5,27740.0,5,1
Skoda,Fabia,Universal,189268.0,1200.0,Petrol,Manual,4100.0,13,14559.076923076924,3,3
Toyota,Avensis Verso,Minivan,275000.0,2000.0,Diesel,Manual,5500.0,18,15277.777777777776,3,3
Mercedes,GLK Class,Crossover,160000.0,2197.0,Diesel,Automatic,22000.0,8,20000.0,5,1
Mitsubishi,Rare,Minivan,400000.0,2000.0,Metan/Propan,Manual,2599.0,19,21052.63157894737,2,4
KIA,Rio,Hatchback,300000.0,1500.0,Diesel,Manual,3100.0,17,17647.058823529413,3,4
Volkswagen,Golf,Hatchback,24000.0,1600.0,Metan/Propan,Manual,2200.0,26,923.0769230769232,2,4
Mercedes,Rare,Coupe,210000.0,3200.0,Petrol,Automatic,3000.0,23,9130.434782608696,2,4
Ford,Transit Connect,Minivan,160000.0,1800.0,Diesel,Manual,4000.0,10,16000.0,3,3
Opel,Astra,Hatchback,274425.0,1400.0,Metan/Propan,Manual,4200.0,16,17151.5625,3,3
Volkswagen,Golf,Cabriolet,270000.0,1598.0,Metan/Propan,Manual,2400.0,23,11739.130434782608,2,4
Nissan,Qashqai,Sedan,174000.0,1500.0,Diesel,Manual,8650.0,10,17400.0,4,2
Dacia,Duster,Crossover,177000.0,1500.0,Diesel,Manual,7300.0,10,17700.0,4,2
Audi,A4,Combi,268000.0,1986.0,Diesel,Automatic,3499.0,15,17866.666666666668,3,4
Chevrolet,Rare,Hatchback,180000.0,1400.0,Plug-in Hybrid,Automatic,7250.0,9,20000.0,4,2
BMW,7 Series,Sedan,250000.0,4400.0,Metan/Propan,Automatic,4800.0,20,12500.0,3,3
Renault,Kadjar,SUV,137500.0,1500.0,Diesel,Automatic,14450.0,5,27500.0,5,1
Ford,C-Max,Minivan,160000.0,2000.0,Hybrid,Automatic,8000.0,9,17777.777777777777,4,2
Mercedes,B Class,Combi,200000.0,1800.0,Metan/Propan,Automatic,8200.0,11,18181.81818181818,4,2
Mitsubishi,Outlander,Crossover,155000.0,2000.0,Plug-in Hybrid,Automatic,13500.0,7,22142.85714285714,5,1
Dacia,Logan Mcv,Universal,76000.0,1500.0,Diesel,Manual,6800.0,7,10857.142857142857,3,2
Skoda,Rapid,Sedan,196000.0,1422.0,Diesel,Manual,7450.0,7,28000.0,4,2
Opel,Insignia,Hatchback,168000.0,2000.0,Diesel,Automatic,10900.0,8,21000.0,4,2
Fiat,Rare,Minivan,270000.0,1298.0,Diesel,Manual,3400.0,17,15882.35294117647,3,4
Volkswagen,Passat,Universal,240000.0,1400.0,Petrol,Manual,6750.0,12,20000.0,3,3
Toyota,Prius,Hatchback,142000.0,1800.0,Petrol,Automatic,8450.0,11,12909.09090909091,4,2
Skoda,Superb,Sedan,199000.0,2000.0,Diesel,Automatic,15500.0,7,28428.571428571428,5,1
Skoda,Fabia,Sedan,170000.0,1400.0,Petrol,Manual,3100.0,17,10000.0,3,4
Nissan,Rare,Sedan,260000.0,3000.0,Metan/Propan,Automatic,2700.0,22,11818.181818181818,2,4
Hyundai,Matrix,Universal,239000.0,1500.0,Diesel,Manual,3450.0,15,15933.333333333334,3,4
Skoda,Superb,Sedan,285000.0,1798.0,Metan/Propan,Manual,4999.0,17,16764.70588235294,3,3
Ford,Rare,Sedan,48734.0,1300.0,Petrol,Manual,9000.0,27,1804.962962962963,4,2
Mercedes,M Class,Crossover,272000.0,2700.0,Diesel,Automatic,3500.0,17,16000.0,3,4
Renault,Megane,Universal,240000.0,1500.0,Diesel,Manual,2850.0,18,13333.333333333334,2,4
Renault,Rare,Hatchback,37000.0,1200.0,Petrol,Manual,8000.0,6,6166.666666666667,4,2
