Make,Model,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,class,prestige
Opel,Rare,Minivan,37889.0,1900.0,Diesel,Manual,3599.0,20,1894.45,3,4
BMW,5 Series,Sedan,318000.0,200.0,Petrol,Manual,1900.0,32,9937.5,2,4
Hyundai,Rare,Sedan,36986.0,1600.0,Petrol,Automatic,12500.0,5,7397.2,5,1
Opel,Meriva,Hatchback,235000.0,1300.0,Diesel,Manual,3777.0,14,16785.714285714286,3,3
Volkswagen,Touran,Minivan,208000.0,1900.0,Diesel,Manual,6200.0,16,13000.0,3,3
Lexus,RX Series,SUV,130000.0,3500.0,Hybrid,Automatic,27500.0,9,14444.444444444443,5,1
Chevrolet,Aveo,Sedan,33850.0,1400.0,Petrol,Manual,6000.0,8,4231.25,3,3
Dacia,Logan,Sedan,106330.0,1200.0,Petrol,Manual,4400.0,8,13291.25,3,3
Volkswagen,Passat,Sedan,354000.0,1800.0,Metan/Propan,Manual,11500.0,29,12206.896551724138,4,2
Mercedes,M Class,SUV,295327.0,3200.0,Metan/Propan,Automatic,2500.0,22,13423.954545454546,2,4
Toyota,Auris,Universal,120000.0,1600.0,Diesel,Manual,11600.0,6,20000.0,4,2
Toyota,Auris,Universal,171000.0,1390.0,Diesel,Manual,8000.0,9,19000.0,4,2
Opel,Astra,Hatchback,300000.0,1600.0,Petrol,Manual,18000.0,29,10344.827586206897,5,1
Vaz,2121niva,SUV,99500.0,1700.0,Petrol,Manual,2999.0,17,5852.941176470588,2,4
Skoda,Superb,Sedan,220000.0,2000.0,Diesel,Automatic,11299.0,14,15714.285714285714,4,2
Honda,CR-V,Crossover,278100.0,2200.0,Diesel,Manual,11000.0,15,18540.0,4,2
Volvo,XC60,SUV,32000.0,2400.0,Diesel,Automatic,14999.0,7,4571.428571428572,5,1
Opel,Vectra,Hatchback,264257.0,1800.0,Petrol,Manual,1650.0,24,11010.708333333334,2,4
Opel,Vectra,Universal,324840.0,1796.0,Petrol,Manual,1850.0,22,14765.454545454546,2,4
BMW,3 Series,Universal,381000.0,2000.0,Diesel,Manual,1700.0,19,20052.63157894737,2,4
Toyota,Avensis,Universal,146000.0,2200.0,Diesel,Manual,10800.0,11,13272.727272727272,4,2
Mercedes,E Class,Sedan,92000.0,2000.0,Diesel,Automatic,34000.0,4,23000.0,5,1
Ford,Fusion,Sedan,99000.0,2000.0,Hybrid,Automatic,14500.0,7,14142.857142857143,5,1
Toyota,Auris,Hatchback,11111.0,1400.0,Diesel,Manual,5050.0,13,854.6923076923077,3,3
Volkswagen,Golf,Cabriolet,11800.0,1400.0,Petrol,Automatic,9900.0,10,1180.0,4,2
Volkswagen,Polo,Universal,282205.0,1422.0,Diesel,Manual,2200.0,22,12827.5,2,4
Mercedes,C Class,Sedan,130000.0,2200.0,Diesel,Automatic,21900.0,7,18571.42857142857,5,1
Honda,CR-V,SUV,134000.0,2200.0,Diesel,Automatic,14300.0,12,11166.666666666666,5,1
Audi,A4,Universal,170000.0,2000.0,Diesel,Manual,14500.0,8,21250.0,5,1
Mercedes,E Class,Sedan,400000.0,2200.0,Diesel,Automatic,6000.0,20,20000.0,3,3
BMW,3 Series,Sedan,250000.0,2000.0,Diesel,Manual,4700.0,21,11904.761904761905,3,3
Volkswagen,Jetta,Sedan,23000.0,1300.0,Petrol,Manual,1300.0,31,741.9354838709677,2,4
Opel,Astra,Universal,214000.0,1700.0,Diesel,Manual,3900.0,17,12588.235294117649,3,3
Opel,Astra,Universal,228000.0,1400.0,Petrol,Manual,1400.0,26,8769.23076923077,2,4
Mercedes,B Class,Hatchback,164000.0,1500.0,Petrol,Manual,7200.0,12,13666.666666666666,4,2
Toyota,Corolla,Sedan,177000.0,1600.0,Metan/Propan,Automatic,9000.0,9,19666.666666666668,4,2
Volkswagen,Caddy,Minivan,180000.0,1400.0,Petrol,Manual,4500.0,16,11250.0,3,3
BMW,5 Series,Sedan,110000.0,1995.0,Diesel,Automatic,20500.0,6,18333.33333333333,5,1
BMW,7 Series,Sedan,277700.0,3000.0,Diesel,Automatic,10700.0,17,16335.29411764706,4,2
Volkswagen,Passat CC,Sedan,142000.0,1998.0,Petrol,Automatic,8300.0,12,11833.333333333334,4,2
Audi,A4,Universal,100000.0,2500.0,Diesel,Automatic,4600.0,19,5263.1578947368425,3,3
Dacia,Duster,Crossover,34500.0,1500.0,Diesel,Manual,15999.0,2,17250.0,5,1
Skoda,Rapid,Sedan,80000.0,1200.0,Petrol,Manual,7800.0,6,13333.333333333334,4,2
Toyota,Corolla,Hatchback,187000.0,1400.0,Diesel,Automatic,4850.0,15,12466.666666666666,3,3
KIA,Rare,Sedan,63000.0,1800.0,Petrol,Automatic,7400.0,8,7875.0,4,2
Audi,A8,Sedan,40000.0,2000.0,Petrol,Automatic,12999.0,6,6666.666666666667,5,1
Volkswagen,Passat,Universal,187000.0,1900.0,Diesel,Manual,1999.0,26,7192.307692307692,2,4
Nissan,Qashqai,SUV,240000.0,1600.0,Diesel,Automatic,12500.0,6,40000.0,5,1
Honda,CR-V,SUV,140000.0,2000.0,Petrol,Automatic,9000.0,12,11666.666666666666,4,2
Mercedes,A Class,Hatchback,123000.0,1700.0,Diesel,Automatic,6500.0,6,20500.0,3,3
Toyota,Corolla,Sedan,2222.0,1400.0,Diesel,Manual,5200.0,17,130.7058823529412,3,3
Audi,A8,Sedan,205000.0,2800.0,Petrol,Automatic,12850.0,14,14642.857142857143,5,1
Honda,Rare,Hatchback,190533.0,1300.0,Diesel,Automatic,3000.0,14,13609.5,2,4
BMW,X5,Crossover,69143.0,3000.0,Petrol,Automatic,4850.0,19,3639.105263157895,3,3
Seat,Ibiza,Hatchback,13500.0,1200.0,Petrol,Manual,750.0,31,435.483870967742,1,4
Skoda,Octavia,Universal,215000.0,1365.0,Petrol,Automatic,6500.0,13,16538.46153846154,3,3
Renault,Clio,Universal,168000.0,1200.0,Petrol,Automatic,7800.0,8,21000.0,4,2
Honda,Rare,Universal,248000.0,1700.0,Petrol,Manual,3650.0,21,11809.52380952381,3,3
Mercedes,C Class,Sedan,420000.0,1800.0,Petrol,Manual,2600.0,27,15555.555555555557,2,4
Dacia,Logan Mcv,Minivan,300000.0,1600.0,Metan/Propan,Manual,2800.0,15,20000.0,2,4
Volkswagen,Transporter,Minivan,440000.0,2500.0,Diesel,Manual,7500.0,15,29333.33333333333,4,2
Opel,Zafira,Minivan,4645.0,1600.0,Metan/Propan,Manual,1500.0,22,211.13636363636363,2,4
Renault,Scenic,Minivan,195000.0,1500.0,Diesel,Manual,6700.0,10,19500.0,3,3
Mercedes,C Class,Universal,7777.0,2200.0,Diesel,Manual,2000.0,25,311.08,2,4
Volkswagen,Passat,Sedan,280000.0,1900.0,Diesel,Manual,1400.0,22,12727.272727272728,2,4
Renault,Scenic,Hatchback,200000.0,1500.0,Diesel,Manual,6500.0,10,20000.0,3,3
KIA,Optima,Sedan,111111.0,1700.0,Diesel,Automatic,17100.0,5,22222.2,5,1
Volkswagen,Touran,Minivan,217000.0,1400.0,Petrol,Automatic,8800.0,11,19727.272727272728,4,2
Dacia,Sandero,Hatchback,300000.0,1200.0,Metan/Propan,Manual,3800.0,8,37500.0,3,3
Skoda,Superb,Sedan,40000.0,2000.0,Diesel,Automatic,21500.0,5,8000.0,5,1
BMW,5 Series,Universal,283000.0,2000.0,Diesel,Manual,6500.0,19,14894.736842105263,3,3
KIA,Rare,Minivan,20000.0,2151.0,Diesel,Automatic,29699.0,1,20000.0,5,1
Toyota,Auris,Hatchback,231000.0,1400.0,Diesel,Automatic,6999.0,14,16500.0,3,2
BMW,5 Series,Sedan,231000.0,1995.0,Diesel,Automatic,10200.0,14,16500.0,4,2
KIA,Sorento,SUV,8000.0,2151.0,Diesel,Automatic,33099.0,2,4000.0,5,1
Opel,Astra,Universal,187000.0,1248.0,Diesel,Manual,6000.0,11,17000.0,3,3
Volkswagen,Passat,Sedan,179000.0,2000.0,Diesel,Manual,11900.0,9,19888.88888888889,4,2
Lexus,GS Series,Sedan,230000.0,3000.0,Petrol,Automatic,9900.0,16,14375.0,4,2
Ford,Fiesta,Hatchback,122281.0,1000.0,Petrol,Manual,6500.0,8,15285.125,3,3
Ford,C-Max,Microvan,185000.0,2000.0,Hybrid,Automatic,8650.0,9,20555.555555555555,4,2
Ford,Rare,Hatchback,125000.0,1400.0,Metan/Propan,Manual,4700.0,11,11363.636363636364,3,3
Vaz,Rare,Sedan,125000.0,1596.0,Petrol,Manual,2200.0,14,8928.57142857143,2,4
Mercedes,S Class,Sedan,180000.0,3000.0,Diesel,Automatic,27000.0,11,16363.636363636364,5,1
Skoda,Octavia,Universal,220000.0,1997.0,Petrol,Automatic,4700.0,17,12941.176470588236,3,3
Dacia,Rare,Universal,16000.0,1600.0,Petrol,Manual,10000.0,4,4000.0,4,2
Renault,Scenic,Minivan,210000.0,1500.0,Diesel,Manual,7200.0,10,21000.0,4,2
Renault,Scenic,Minivan,137000.0,1461.0,Diesel,Manual,5750.0,11,12454.545454545454,3,3
Audi,A6,Sedan,270000.0,2000.0,Diesel,Manual,12500.0,12,22500.0,5,1
Mercedes,GLK Class,Crossover,169000.0,2143.0,Diesel,Automatic,13300.0,13,13000.0,5,1
Renault,Grand Scenic,Universal,220000.0,1500.0,Diesel,Automatic,7500.0,11,20000.0,4,2
Hyundai,Santa FE,SUV,50000.0,2199.0,Diesel,Automatic,26899.0,4,12500.0,5,1
Hyundai,Rare,Sedan,37000.0,1600.0,Petrol,Automatic,12500.0,5,7400.0,5,1
Volkswagen,Vento,Sedan,380000.0,1800.0,Petrol,Manual,1600.0,29,13103.448275862069,2,4
Volkswagen,Passat,Sedan,320000.0,1800.0,Metan/Propan,Manual,1750.0,26,12307.692307692309,2,4
KIA,Optima,Sedan,135593.0,2400.0,Hybrid,Automatic,9900.0,9,15065.888888888889,4,2
Audi,A4,Sedan,310000.0,1900.0,Diesel,Manual,5500.0,19,16315.78947368421,3,3
Volkswagen,Vento,Sedan,250000.0,1900.0,Diesel,Manual,1300.0,28,8928.57142857143,2,4
Vaz,Rare,Sedan,26700.0,1451.0,Petrol,Manual,1400.0,15,1780.0,2,4
Lexus,GS Series,Sedan,123456.0,3000.0,Petrol,Automatic,6000.0,15,8230.4,3,3
Renault,Kadjar,SUV,130000.0,1500.0,Diesel,Automatic,13399.0,7,18571.42857142857,5,1
Land Rover,Range Rover Sport,SUV,123456.0,2700.0,Diesel,Automatic,7500.0,15,8230.4,4,2
Fiat,Rare,Universal,126456.0,1600.0,Petrol,Manual,2000.0,17,7438.588235294118,2,4
Volkswagen,Passat,Sedan,123456.0,1900.0,Diesel,Manual,2500.0,20,6172.8,2,4
BMW,3 Series,Sedan,80000.0,2000.0,Diesel,Automatic,24000.0,7,11428.57142857143,5,1
Mercedes,Rare,Sedan,380000.0,2500.0,Diesel,Manual,1590.0,39,9743.589743589744,2,4
Volvo,Rare,Sedan,200000.0,2000.0,Metan/Propan,Manual,1600.0,28,7142.857142857143,2,4
Chevrolet,Aveo,Sedan,13000.0,1200.0,Petrol,Manual,7200.0,7,1857.142857142857,4,2
KIA,Sportage,SUV,280000.0,2000.0,Metan/Propan,Manual,850.0,26,10769.23076923077,1,4
Renault,Grand Scenic,Microvan,280000.0,1500.0,Diesel,Manual,5300.0,12,23333.33333333333,3,3
Volkswagen,Golf,Sedan,236000.0,1600.0,Metan/Propan,Automatic,3200.0,20,11800.0,3,4
Toyota,Corolla,Hatchback,220000.0,1398.0,Diesel,Manual,5700.0,15,14666.666666666666,3,3
Toyota,Auris,Universal,196000.0,1400.0,Diesel,Manual,8950.0,8,24500.0,4,2
Mercedes,A Class,Hatchback,45800.0,1595.0,Petrol,Automatic,19750.0,5,9160.0,5,1
Honda,CR-V,Crossover,189000.0,2200.0,Diesel,Manual,6700.0,14,13500.0,3,3
Volkswagen,Polo,Hatchback,102000.0,1400.0,Diesel,Manual,2150.0,17,6000.0,2,4
Lexus,GS Series,Sedan,123000.0,3000.0,Petrol,Automatic,7300.0,12,10250.0,4,2
Hyundai,Tucson,Crossover,25000.0,2000.0,Diesel,Automatic,8500.0,7,3571.428571428572,4,2
Nissan,Rare,Sedan,103000.0,1600.0,Petrol,Manual,2500.0,14,7357.142857142857,2,4
BMW,7 Series,Sedan,156000.0,3000.0,Petrol,Automatic,8800.0,11,14181.818181818182,4,2
KIA,Sportage,Crossover,20000.0,2000.0,Diesel,Automatic,11500.0,5,4000.0,4,2
Mercedes,C Class,Sedan,123500.0,2200.0,Diesel,Automatic,6200.0,12,10291.666666666666,3,3
KIA,Sorento,SUV,111000.0,2500.0,Diesel,Automatic,4900.0,15,7400.0,3,3
Toyota,Corolla Verso,Minivan,89000.0,1600.0,Diesel,Manual,6800.0,7,12714.285714285714,3,2
Volkswagen,Passat,Universal,207400.0,1400.0,Petrol,Automatic,6150.0,14,14814.285714285714,3,3
Volvo,Rare,Sedan,289000.0,1998.0,Petrol,Manual,2200.0,27,10703.703703703704,2,4
Toyota,Land Cruiser Prado,SUV,75000.0,2694.0,Metan/Propan,Automatic,28800.0,6,12500.0,5,1
Volkswagen,Touran,Minivan,174000.0,1400.0,Petrol,Manual,5800.0,15,11600.0,3,3
Skoda,Rare,Universal,209000.0,1999.0,Petrol,Manual,14800.0,8,26125.0,5,1
Toyota,Avensis,Universal,169000.0,1800.0,Petrol,Manual,3300.0,18,9388.888888888889,3,4
Toyota,Prius,Hatchback,125000.0,1500.0,Electric,Automatic,2500.0,17,7352.941176470588,2,4
Suzuki,Rare,Hatchback,32000.0,1300.0,Petrol,Automatic,1500.0,7,4571.428571428572,2,4
Volvo,S60,Sedan,69000.0,1600.0,Petrol,Automatic,7200.0,10,6900.0,4,2
Opel,Corsa,Coupe,125000.0,1200.0,Petrol,Manual,2200.0,15,8333.333333333334,2,4
Skoda,Octavia,Sedan,179000.0,1598.0,Petrol,Manual,4950.0,15,11933.333333333334,3,3
Toyota,Rav 4,SUV,9000.0,2500.0,Hybrid,Automatic,31000.0,2,4500.0,5,1
Ford,Rare,Sedan,323000.0,300.0,Metan/Propan,Automatic,1500.0,32,10093.75,2,4
BMW,5 Series,Sedan,240000.0,3000.0,Diesel,Automatic,9500.0,16,15000.0,4,2
Renault,Grand Scenic,Minivan,140000.0,1400.0,Petrol,Manual,5000.0,13,10769.23076923077,3,3
Dacia,Logan Mcv,Universal,18000.0,1200.0,Petrol,Manual,5200.0,7,2571.428571428572,3,3
Mitsubishi,Outlander,Crossover,280000.0,2000.0,Diesel,Manual,9200.0,14,20000.0,4,2
Mercedes,S Class,Sedan,305000.0,3199.0,Petrol,Automatic,5000.0,27,11296.296296296296,3,3
Mercedes,A Class,Hatchback,115000.0,1600.0,Petrol,Automatic,7700.0,9,12777.777777777776,4,2
Hyundai,Rare,Hatchback,56000.0,1200.0,Diesel,Manual,4150.0,8,7000.0,3,3
Honda,Civic,Sedan,68000.0,1500.0,Petrol,Automatic,6500.0,9,7555.555555555556,3,3
Audi,Rare,Crossover,78000.0,2000.0,Diesel,Automatic,9200.0,7,11142.857142857143,4,2
Rare,Altele,Sedan,20000.0,1998.0,Petrol,Automatic,25000.0,2,10000.0,5,1
Renault,Megane,Sedan,116000.0,1600.0,Petrol,Automatic,1600.0,18,6444.444444444444,2,4
Toyota,Camry,Sedan,52000.0,2500.0,Petrol,Automatic,23500.0,5,10400.0,5,1
Toyota,Rav 4,Crossover,120000.0,2000.0,Petrol,Automatic,15000.0,9,13333.333333333334,5,1
Renault,Grand Scenic,Minivan,202000.0,1500.0,Diesel,Manual,8150.0,9,22444.444444444445,4,2
Peugeot,Rare,Hatchback,300000.0,1400.0,Petrol,Manual,1000.0,25,12000.0,1,4
Mazda,Rare,Sedan,248600.0,1998.0,Petrol,Manual,1400.0,30,8286.666666666666,2,4
Opel,Astra,Universal,247000.0,1300.0,Diesel,Manual,4499.0,13,19000.0,3,3
Dacia,Duster,Crossover,80000.0,1461.0,Diesel,Automatic,12499.0,5,16000.0,5,1
BMW,X5,SUV,144001.0,3000.0,Metan/Propan,Automatic,13999.0,14,10285.785714285714,5,1
Toyota,Corolla,Universal,189001.0,1600.0,Metan/Propan,Manual,5990.0,16,11812.5625,3,3
BMW,5 Series,Sedan,352001.0,3000.0,Petrol,Automatic,5990.0,21,16761.95238095238,3,3
Mitsubishi,Outlander,SUV,183001.0,2000.0,Plug-in Hybrid,Automatic,12899.0,9,20333.444444444445,5,1
Mercedes,E Class,Sedan,261000.0,2200.0,Diesel,Automatic,11200.0,14,18642.85714285714,4,2
Volvo,XC60,SUV,215001.0,2400.0,Diesel,Automatic,13990.0,13,16538.53846153846,5,1
Renault,Megane,Universal,350000.0,1870.0,Diesel,Manual,1100.0,20,17500.0,2,4
Chevrolet,Rare,Sedan,140000.0,1999.0,Petrol,Manual,4199.0,14,10000.0,3,3
Renault,Rare,Minivan,163000.0,1600.0,Diesel,Automatic,14500.0,7,23285.714285714286,5,1
Audi,A5,Cabriolet,192000.0,2000.0,Petrol,Automatic,16170.0,8,24000.0,5,1
Audi,A4,Sedan,156000.0,2000.0,Petrol,Automatic,4200.0,15,10400.0,3,3
Subaru,Rare,SUV,113652.0,2000.0,Petrol,Automatic,11000.0,10,11365.2,4,2
Chevrolet,Rare,Sedan,180000.0,1400.0,Plug-in Hybrid,Automatic,8599.0,9,20000.0,4,2
KIA,Rare,Minivan,250000.0,2900.0,Diesel,Manual,3500.0,13,19230.76923076923,3,4
Mercedes,E Class,Sedan,267000.0,2200.0,Diesel,Automatic,11200.0,14,19071.42857142857,4,2
Citroen,Rare,Hatchback,170000.0,1997.0,Metan/Propan,Automatic,4000.0,14,12142.857142857143,3,3
Volkswagen,Golf,Hatchback,264000.0,1600.0,Petrol,Manual,2800.0,24,11000.0,2,4
Hyundai,Getz,Sedan,152000.0,1100.0,Petrol,Manual,1500.0,17,8941.176470588236,2,4
Skoda,Fabia,Universal,259652.0,1400.0,Diesel,Manual,4600.0,14,18546.571428571428,3,3
BMW,5 Series,Sedan,280000.0,3000.0,Diesel,Automatic,3200.0,18,15555.555555555557,3,4
Hyundai,Tucson,Crossover,216700.0,2000.0,Diesel,Automatic,5759.0,17,12747.058823529413,3,3
Hyundai,Sonata,Sedan,115000.0,2000.0,Metan/Propan,Automatic,10499.0,8,14375.0,4,2
Mercedes,Rare,Minivan,32000.0,2196.0,Diesel,Automatic,50500.0,3,10666.666666666666,5,1
Opel,Astra,Universal,175000.0,1298.0,Diesel,Manual,5600.0,11,15909.09090909091,3,3
Audi,Rare,Sedan,170000.0,1800.0,Petrol,Automatic,2300.0,35,4857.142857142857,2,4
Mercedes,Rare,SUV,80000.0,3000.0,Diesel,Automatic,49000.0,6,13333.333333333334,5,1
Lexus,CT Series,Hatchback,186000.0,1800.0,Hybrid,Automatic,11000.0,9,20666.666666666668,4,2
Toyota,Avensis,Sedan,259000.0,1995.0,Diesel,Manual,3850.0,15,17266.666666666668,3,3
Volkswagen,Touareg,Crossover,310000.0,3000.0,Hybrid,Automatic,17300.0,12,25833.33333333333,5,1
Citroen,Berlingo,Minivan,297718.0,1900.0,Diesel,Manual,2100.0,15,19847.866666666665,2,4
Mercedes,C Class,Sedan,450000.0,2200.0,Diesel,Manual,1100.0,28,16071.42857142857,2,4
Mercedes,Vito,Minivan,467000.0,2200.0,Diesel,Manual,2699.0,21,22238.09523809524,2,4
Ford,C-Max,Microvan,158888.0,1600.0,Diesel,Manual,3650.0,16,9930.5,3,3
Skoda,Rapid,Hatchback,153000.0,1400.0,Diesel,Manual,10500.0,5,30600.0,4,2
Vaz,2121niva,SUV,87000.0,1700.0,Diesel,Manual,750.0,15,5800.0,1,4
Ford,Fusion,Hatchback,115000.0,1400.0,Petrol,Automatic,3500.0,15,7666.666666666667,3,4
KIA,Sportage,Crossover,177000.0,2000.0,Petrol,Automatic,11000.0,11,16090.90909090909,4,2
Audi,Rare,Sedan,360000.0,2800.0,Petrol,Manual,2270.0,31,11612.90322580645,2,4
Opel,Astra,Universal,11111.0,1600.0,Petrol,Manual,1400.0,28,396.82142857142856,2,4
Opel,Astra,Universal,199202.0,1800.0,Petrol,Manual,4799.0,17,11717.764705882351,3,3
Toyota,Auris,Hatchback,190000.0,1400.0,Diesel,Manual,7800.0,11,17272.727272727272,4,2
Nissan,Rare,Hatchback,65000.0,1500.0,Diesel,Manual,4200.0,6,10833.333333333334,3,3
Citroen,Rare,Sedan,189000.0,2000.0,Petrol,Automatic,1700.0,17,11117.64705882353,2,4
BMW,5 Series,Sedan,356000.0,2500.0,Diesel,Manual,3500.0,25,14240.0,3,4
Opel,Astra,Universal,207500.0,1910.0,Diesel,Manual,5199.0,16,12968.75,3,3
Ssangyong,Rare,SUV,254000.0,2400.0,Metan/Propan,Automatic,5000.0,15,16933.333333333332,3,3
Dacia,Rare,Sedan,154000.0,1500.0,Diesel,Manual,6199.0,10,15400.0,3,3
Audi,A4,Sedan,140000.0,2000.0,Petrol,Automatic,6700.0,10,14000.0,3,3
Mitsubishi,Rare,Minivan,123000.0,2000.0,Petrol,Manual,3500.0,16,7687.5,3,4
KIA,Rio,Sedan,80000.0,1600.0,Petrol,Manual,4700.0,6,13333.333333333334,3,3
Chevrolet,Aveo,Sedan,89000.0,1400.0,Petrol,Manual,3150.0,11,8090.909090909091,3,4
Volkswagen,Sharan,Minivan,123000.0,1800.0,Metan/Propan,Manual,3300.0,16,7687.5,3,4
Volkswagen,Polo,Hatchback,156000.0,1200.0,Diesel,Manual,3700.0,10,15600.0,3,3
Opel,Rare,Hatchback,37000.0,1000.0,Petrol,Manual,3350.0,6,6166.666666666667,3,4
Hyundai,Accent,Sedan,32000.0,1600.0,Petrol,Automatic,6300.0,6,5333.333333333333,3,3
Volkswagen,Golf,Universal,123000.0,1400.0,Petrol,Manual,3200.0,14,8785.714285714286,3,4
Skoda,Octavia,Universal,155300.0,1600.0,Diesel,Manual,12300.0,7,22185.714285714286,5,1
Volkswagen,Transporter,Minivan,264000.0,2000.0,Diesel,Manual,5500.0,12,22000.0,3,3
Hyundai,Rare,Minivan,322000.0,2900.0,Diesel,Manual,4500.0,18,17888.88888888889,3,3
Skoda,Superb,Sedan,256000.0,2500.0,Diesel,Automatic,6500.0,15,17066.666666666668,3,3
Citroen,Berlingo,Minivan,230000.0,1390.0,Petrol,Manual,2200.0,18,12777.777777777776,2,4
Toyota,Corolla,Hatchback,186000.0,1400.0,Petrol,Manual,4300.0,20,9300.0,3,3
Volkswagen,Touareg,Crossover,248600.0,2500.0,Diesel,Automatic,8000.0,16,15537.5,4,2
Toyota,Auris,Hatchback,292000.0,1400.0,Diesel,Manual,5999.0,15,19466.666666666668,3,3
BMW,5 Series,Sedan,285000.0,2500.0,Metan/Propan,Automatic,5990.0,21,13571.42857142857,3,3
Mitsubishi,Rare,Hatchback,130000.0,1300.0,Petrol,Manual,1300.0,18,7222.222222222223,2,4
Volkswagen,Rare,Hatchback,150000.0,1400.0,Petrol,Manual,2800.0,14,10714.285714285714,2,4
Volvo,XC90,SUV,135000.0,2400.0,Diesel,Automatic,8200.0,14,9642.857142857143,4,2
Skoda,Fabia,Universal,140000.0,1400.0,Petrol,Manual,1900.0,17,8235.29411764706,2,4
Rare,Rare,Sedan,95000.0,2000.0,Petrol,Automatic,16400.0,8,11875.0,5,1
Opel,Vectra,Universal,31500.0,1994.0,Diesel,Manual,2100.0,23,1369.5652173913045,2,4
BMW,X3,Crossover,106200.0,2000.0,Petrol,Automatic,17600.0,7,15171.42857142857,5,1
Renault,Megane,Universal,248000.0,1500.0,Diesel,Manual,6900.0,9,27555.555555555555,3,2
Audi,A4,Universal,180000.0,2000.0,Diesel,Automatic,6800.0,12,15000.0,3,2
Mercedes,E Class,Sedan,123456.0,2200.0,Diesel,Automatic,2800.0,24,5144.0,2,4
Volkswagen,Golf,Universal,173000.0,2000.0,Diesel,Automatic,13999.0,7,24714.285714285717,5,1
Volkswagen,Jetta,Sedan,100000.0,1400.0,Hybrid,Automatic,6500.0,9,11111.111111111111,3,3
Opel,Rare,Minivan,111111.0,1900.0,Diesel,Manual,4200.0,17,6535.941176470588,3,3
Toyota,Rare,Minivan,240000.0,2000.0,Diesel,Manual,7800.0,12,20000.0,4,2
Volkswagen,Caddy,Combi,120000.0,1900.0,Diesel,Manual,3000.0,20,6000.0,2,4
Volkswagen,Transporter,Minivan,263000.0,2000.0,Diesel,Manual,5500.0,12,21916.666666666668,3,3
Vaz,Rare,Hatchback,12000.0,1600.0,Petrol,Manual,2600.0,15,800.0,2,4
Toyota,Avensis Verso,Minivan,260000.0,2000.0,Diesel,Manual,3100.0,19,13684.21052631579,3,4
Volvo,Rare,Sedan,180000.0,1998.0,Diesel,Automatic,14500.0,8,22500.0,5,1
Toyota,Auris,Hatchback,74000.0,1800.0,Hybrid,Automatic,6600.0,9,8222.222222222223,3,3
KIA,Sorento,SUV,189000.0,2500.0,Diesel,Manual,4400.0,16,11812.5,3,3
Smart,Rare,Cabriolet,100000.0,689.0,Petrol,Automatic,3000.0,19,5263.1578947368425,2,4
Ford,Mondeo,Sedan,123000.0,1500.0,Petrol,Automatic,6150.0,7,17571.428571428572,3,3
Mitsubishi,Rare,Crossover,132000.0,2000.0,Petrol,Manual,5800.0,13,10153.846153846154,3,3
Audi,A6,Universal,259000.0,2500.0,Diesel,Automatic,4999.0,22,11772.727272727272,3,3
Mazda,Rare,Universal,185000.0,2000.0,Petrol,Manual,2300.0,17,10882.35294117647,2,4
Hyundai,Accent,Sedan,89000.0,1400.0,Petrol,Manual,3800.0,11,8090.909090909091,3,3
Hyundai,Rare,Sedan,119000.0,1800.0,Petrol,Automatic,8500.0,9,13222.222222222224,4,2
Rare,Rare,SUV,178000.0,2300.0,Metan/Propan,Automatic,9800.0,14,12714.285714285714,4,2
Suzuki,Rare,Coupe,199500.0,1241.0,Diesel,Manual,3500.0,15,13300.0,3,4
Ford,Mondeo,Sedan,126000.0,1800.0,Petrol,Manual,1350.0,19,6631.578947368421,2,4
Mercedes,E Class,Sedan,125000.0,2400.0,Petrol,Automatic,4600.0,17,7352.941176470588,3,3
Toyota,Camry,Sedan,145000.0,2487.0,Hybrid,Automatic,17400.0,5,29000.0,5,1
BMW,5 Series,Sedan,255678.0,3000.0,Diesel,Automatic,3400.0,17,15039.882352941177,3,4
Nissan,Qashqai,SUV,79000.0,2000.0,Petrol,Automatic,6700.0,12,6583.333333333333,3,3
Ford,Fusion,Hatchback,156000.0,1400.0,Petrol,Manual,2100.0,15,10400.0,2,4
Volkswagen,Touran,Minivan,89000.0,1400.0,Petrol,Manual,3950.0,14,6357.142857142857,3,3
Suzuki,Rare,Crossover,85000.0,2000.0,Petrol,Manual,5200.0,13,6538.461538461538,3,3
BMW,7 Series,Sedan,265000.0,3000.0,Petrol,Automatic,18000.0,13,20384.615384615383,5,1
Volkswagen,Passat,Sedan,140000.0,1800.0,Petrol,Manual,6200.0,13,10769.23076923077,3,3
Volvo,XC90,SUV,240000.0,2400.0,Diesel,Automatic,12500.0,13,18461.53846153846,5,1
Toyota,Land Cruiser Prado,SUV,78000.0,3000.0,Diesel,Automatic,9900.0,14,5571.428571428572,4,2
Volkswagen,Passat,Sedan,123000.0,1600.0,Petrol,Manual,2100.0,23,5347.826086956522,2,4
Hyundai,ix35,Crossover,65000.0,2000.0,Diesel,Automatic,7700.0,9,7222.222222222223,4,2
Hyundai,Getz,Hatchback,56000.0,1100.0,Petrol,Manual,1700.0,14,4000.0,2,4
Nissan,Primera,Hatchback,125000.0,1800.0,Petrol,Manual,2100.0,17,7352.941176470588,2,4
Lexus,RX Series,SUV,220000.0,3300.0,Petrol,Automatic,5300.0,18,12222.222222222224,3,3
